t,x,h,hu,u
0.443913,8.9625,1.45335,-1.89574,-1.3044
0.443913,8.9875,1.45335,-1.89579,-1.30442
0.443913,9.0125,1.45336,-1.89583,-1.30444
0.443913,9.0375,1.45337,-1.89587,-1.30446
0.443913,9.0625,1.45338,-1.89591,-1.30448
0.443913,9.0875,1.45339,-1.89594,-1.3045
0.443913,9.1125,1.45339,-1.89598,-1.30452
0.443913,9.1375,1.4534,-1.89602,-1.30454
0.443913,9.1625,1.45341,-1.89605,-1.30455
0.443913,9.1875,1.45341,-1.89608,-1.30457
0.443913,9.2125,1.45342,-1.89611,-1.30459
0.443913,9.2375,1.45343,-1.89615,-1.3046
0.443913,9.2625,1.45343,-1.89618,-1.30462
0.443913,9.2875,1.45344,-1.8962,-1.30463
0.443913,9.3125,1.45344,-1.89623,-1.30465
0.443913,9.3375,1.45345,-1.89626,-1.30466
0.443913,9.3625,1.45346,-1.89629,-1.30468
0.443913,9.3875,1.45346,-1.89631,-1.30469
0.443913,9.4125,1.45347,-1.89634,-1.3047
0.443913,9.4375,1.45347,-1.89637,-1.30472
0.443913,9.4625,1.45348,-1.89639,-1.30473
0.443913,9.4875,1.45348,-1.89641,-1.30474
0.443913,9.5125,1.45348,-1.89644,-1.30475
0.443913,9.5375,1.45349,-1.89646,-1.30476
0.443913,9.5625,1.45349,-1.89648,-1.30478
0.443913,9.5875,1.4535,-1.89651,-1.30479
0.443913,9.6125,1.4535,-1.89653,-1.3048
0.443913,9.6375,1.4535,-1.89655,-1.30481
0.443913,9.6625,1.45351,-1.89657,-1.30482
0.443913,9.6875,1.45351,-1.89659,-1.30483
0.443913,9.7125,1.45351,-1.89661,-1.30485
0.443913,9.7375,1.45352,-1.89663,-1.30486
0.443913,9.7625,1.45352,-1.89665,-1.30487
0.443913,9.7875,1.45352,-1.89667,-1.30488
0.443913,9.8125,1.45352,-1.89669,-1.30489
0.443913,9.8375,1.45353,-1.89671,-1.3049
0.443913,9.8625,1.45353,-1.89673,-1.30492
0.443913,9.8875,1.45353,-1.89675,-1.30493
0.443913,9.9125,1.45353,-1.89677,-1.30494
0.443913,9.9375,1.45353,-1.89679,-1.30495
0.443913,9.9625,1.45353,-1.89681,-1.30497
0.443913,9.9875,1.45353,-1.89684,-1.30498
0.665285,0.0125,1.45365,-1.89726,-1.30518
0.665285,0.0375,1.45365,-1.89727,-1.30518
0.665285,0.0625,1.45365,-1.89728,-1.30518
0.665285,0.0875,1.45365,-1.89729,-1.30519
0.665285,0.1125,1.45365,-1.8973,-1.30519
0.665285,0.1375,1.45365,-1.8973,-1.3052
0.665285,0.1625,1.45365,-1.89731,-1.3052
0.665285,0.1875,1.45365,-1.89732,-1.30521
0.665285,0.2125,1.45366,-1.89733,-1.30521
0.665285,0.2375,1.45366,-1.89733,-1.30522
0.665285,0.2625,1.45366,-1.89734,-1.30522
0.665285,0.2875,1.45366,-1.89735,-1.30523
0.665285,0.3125,1.45366,-1.89736,-1.30523
0.665285,0.3375,1.45366,-1.89737,-1.30524
0.665285,0.3625,1.45366,-1.89738,-1.30524
0.665285,0.3875,1.45366,-1.89739,-1.30525
0.665285,0.4125,1.45366,-1.89739,-1.30526
0.665285,0.4375,1.45366,-1.8974,-1.30526
0.665285,0.4625,1.45366,-1.89741,-1.30527
0.665285,0.4875,1.45366,-1.89743,-1.30528
0.665285,0.5125,1.45365,-1.89744,-1.30529
0.665285,0.5375,1.45365,-1.89745,-1.3053
0.665285,0.5625,1.45365,-1.89746,-1.30531
0.665285,0.5875,1.45365,-1.89747,-1.30532
0.665285,0.6125,1.45365,-1.89749,-1.30533
0.665285,0.6375,1.45364,-1.8975,-1.30534
0.665285,0.6625,1.45364,-1.89752,-1.30536
0.665285,0.6875,1.45364,-1.89753,-1.30537
0.665285,0.7125,1.45363,-1.89755,-1.30539
0.665285,0.7375,1.45363,-1.89757,-1.3054
0.665285,0.7625,1.45362,-1.89759,-1.30542
0.665285,0.7875,1.45362,-1.89761,-1.30544
0.665285,0.8125,1.45361,-1.89764,-1.30547
0.665285,0.8375,1.4536,-1.89766,-1.30549
0.665285,0.8625,1.45359,-1.89769,-1.30552
0.665285,0.8875,1.45358,-1.89772,-1.30555
0.665285,0.9125,1.45357,-1.89776,-1.30558
0.665285,0.9375,1.45356,-1.8978,-1.30562
0.665285,0.9625,1.45355,-1.89784,-1.30566
0.665285,0.9875,1.45353,-1.89789,-1.30571
0.665285,1.0125,1.45351,-1.89794,-1.30576
0.665285,1.0375,1.45349,-1.89799,-1.30581
0.665285,1.0625,1.45347,-1.89804,-1.30587
0.665285,1.0875,1.45346,-1.89809,-1.30592
0.665285,1.1125,1.45344,-1.89814,-1.30596
0.665285,1.1375,1.45344,-1.89816,-1.30598
0.665285,1.1625,1.45345,-1.89813,-1.30595
0.665285,1.1875,1.45349,-1.89803,-1.30584
0.665285,1.2125,1.45358,-1.89782,-1.30561
0.665285,1.2375,1.45375,-1.89742,-1.30519
0.665285,1.2625,1.45401,-1.89676,-1.3045
0.665285,1.2875,1.45442,-1.89575,-1.30344
0.665285,1.3125,1.45502,-1.89427,-1.30188
0.665285,1.3375,1.45586,-1.8922,-1.29971
0.665285,1.3625,1.457,-1.88939,-1.29677
0.665285,1.3875,1.45847,-1.88573,-1.29295
0.665285,1.4125,1.46033,-1.8811,-1.28813
0.665285,1.4375,1.46262,-1.87538,-1.28221
0.665285,1.4625,1.46536,-1.86851,-1.27512
0.665285,1.4875,1.46857,-1.86042,-1.26682
0.665285,1.5125,1.47225,-1.85108,-1.25731
0.665285,1.5375,1.4764,-1.84049,-1.2466
0.665285,1.5625,1.48101,-1.82865,-1.23473
0.665285,1.5875,1.48604,-1.81556,-1.22175
0.665285,1.6125,1.49146,-1.80123,-1.2077
0.665285,1.6375,1.49724,-1.78565,-1.19263
0.665285,1.6625,1.50331,-1.76874,-1.17656
0.665285,1.6875,1.50962,-1.75039,-1.15949
0.665285,1.7125,1.51609,-1.73041,-1.14137
0.665285,1.7375,1.52261,-1.70854,-1.12211
0.665285,1.7625,1.52911,-1.68445,-1.10159
0.665285,1.7875,1.53546,-1.65783,-1.07969
0.665285,1.8125,1.54158,-1.62833,-1.05627
0.665285,1.8375,1.54738,-1.59572,-1.03124
0.665285,1.8625,1.55279,-1.5598,-1.00452
0.665285,1.8875,1.55778,-1.52054,-0.976095
0.665285,1.9125,1.56231,-1.47796,-0.946007
0.665285,1.9375,1.5664,-1.4322,-0.914324
0.665285,1.9625,1.57005,-1.38345,-0.88115
0.665285,1.9875,1.5733,-1.33197,-0.846607
0.665285,2.0125,1.57617,-1.27801,-0.810827
0.665285,2.0375,1.57871,-1.22183,-0.773942
0.665285,2.0625,1.58094,-1.1637,-0.736079
0.665285,2.0875,1.5829,-1.10385,-0.697358
0.665285,2.1125,1.58463,-1.0425,-0.657886
0.665285,2.1375,1.58614,-0.979858,-0.617763
0.665285,2.1625,1.58747,-0.916084,-0.577074
0.665285,2.1875,1.58863,-0.851338,-0.535896
0.665285,2.2125,1.58964,-0.785755,-0.494296
0.665285,2.2375,1.59053,-0.719452,-0.452335
0.665285,2.2625,1.5913,-0.652532,-0.410063
0.665285,2.2875,1.59196,-0.585088,-0.367526
0.665285,2.3125,1.59253,-0.517198,-0.324764
0.665285,2.3375,1.59302,-0.448935,-0.281814
0.665285,2.3625,1.59342,-0.38036,-0.238707
0.665285,2.3875,1.59375,-0.311533,-0.195472
0.665285,2.4125,1.59401,-0.242505,-0.152135
0.665285,2.4375,1.5942,-0.173324,-0.108722
0.665285,2.4625,1.59432,-0.104037,-0.0652543
0.665285,2.4875,1.59439,-0.0346858,-0.021755
0.665285,2.5125,1.59439,0.0346858,0.021755
0.665285,2.5375,1.59432,0.104037,0.0652543
0.665285,2.5625,1.5942,0.173324,0.108722
0.665285,2.5875,1.59401,0.242505,0.152135
0.665285,2.6125,1.59375,0.311533,0.195472
0.665285,2.6375,1.59342,0.38036,0.238707
0.665285,2.6625,1.59302,0.448935,0.281814
0.665285,2.6875,1.59253,0.517198,0.324764
0.665285,2.7125,1.59196,0.585088,0.367526
0.665285,2.7375,1.5913,0.652532,0.410063
0.665285,2.7625,1.59053,0.719452,0.452335
0.665285,2.7875,1.58964,0.785755,0.494296
0.665285,2.8125,1.58863,0.851338,0.535896
0.665285,2.8375,1.58747,0.916084,0.577074
0.665285,2.8625,1.58614,0.979858,0.617763
0.665285,2.8875,1.58463,1.0425,0.657886
0.665285,2.9125,1.5829,1.10385,0.697358
0.665285,2.9375,1.58094,1.1637,0.736079
0.665285,2.9625,1.57871,1.22183,0.773942
0.665285,2.9875,1.57617,1.27801,0.810827
0.665285,3.0125,1.5733,1.33197,0.846607
0.665285,3.0375,1.57005,1.38345,0.88115
0.665285,3.0625,1.5664,1.4322,0.914324
0.665285,3.0875,1.56231,1.47796,0.946007
0.665285,3.1125,1.55778,1.52054,0.976095
0.665285,3.1375,1.55279,1.5598,1.00452
0.665285,3.1625,1.54738,1.59572,1.03124
0.665285,3.1875,1.54158,1.62833,1.05627
0.665285,3.2125,1.53546,1.65783,1.07969
0.665285,3.2375,1.52911,1.68445,1.10159
0.665285,3.2625,1.52261,1.70854,1.12211
0.665285,3.2875,1.51609,1.73041,1.14137
0.665285,3.3125,1.50962,1.75039,1.15949
0.665285,3.3375,1.50331,1.76874,1.17656
0.665285,3.3625,1.49724,1.78565,1.19263
0.665285,3.3875,1.49146,1.80123,1.2077
0.665285,3.4125,1.48604,1.81556,1.22175
0.665285,3.4375,1.48101,1.82865,1.23473
0.665285,3.4625,1.4764,1.84049,1.2466
0.665285,3.4875,1.47225,1.85108,1.25731
0.665285,3.5125,1.46857,1.86042,1.26682
0.665285,3.5375,1.46536,1.86851,1.27512
0.665285,3.5625,1.46262,1.87538,1.28221
0.665285,3.5875,1.46033,1.8811,1.28813
0.665285,3.6125,1.45847,1.88573,1.29295
0.665285,3.6375,1.457,1.88939,1.29677
0.665285,3.6625,1.45586,1.8922,1.29971
0.665285,3.6875,1.45502,1.89427,1.30188
0.665285,3.7125,1.45442,1.89575,1.30344
0.665285,3.7375,1.45401,1.89676,1.3045
0.665285,3.7625,1.45375,1.89742,1.30519
0.665285,3.7875,1.45358,1.89782,1.30561
0.665285,3.8125,1.45349,1.89803,1.30584
0.665285,3.8375,1.45345,1.89813,1.30595
0.665285,3.8625,1.45344,1.89816,1.30598
0.665285,3.8875,1.45344,1.89814,1.30596
0.665285,3.9125,1.45346,1.89809,1.30592
0.665285,3.9375,1.45347,1.89804,1.30587
0.665285,3.9625,1.45349,1.89799,1.30581
0.665285,3.9875,1.45351,1.89794,1.30576
0.665285,4.0125,1.45353,1.89789,1.30571
0.665285,4.0375,1.45355,1.89784,1.30566
0.665285,4.0625,1.45356,1.8978,1.30562
0.665285,4.0875,1.45357,1.89776,1.30558
0.665285,4.1125,1.45358,1.89772,1.30555
0.665285,4.1375,1.45359,1.89769,1.30552
0.665285,4.1625,1.4536,1.89766,1.30549
0.665285,4.1875,1.45361,1.89764,1.30547
0.665285,4.2125,1.45362,1.89761,1.30544
0.665285,4.2375,1.45362,1.89759,1.30542
0.665285,4.2625,1.45363,1.89757,1.3054
0.665285,4.2875,1.45363,1.89755,1.30539
0.665285,4.3125,1.45364,1.89753,1.30537
0.665285,4.3375,1.45364,1.89752,1.30536
0.665285,4.3625,1.45364,1.8975,1.30534
0.665285,4.3875,1.45365,1.89749,1.30533
0.665285,4.4125,1.45365,1.89747,1.30532
0.665285,4.4375,1.45365,1.89746,1.30531
0.665285,4.4625,1.45365,1.89745,1.3053
0.665285,4.4875,1.45365,1.89744,1.30529
0.665285,4.5125,1.45366,1.89743,1.30528
0.665285,4.5375,1.45366,1.89741,1.30527
0.665285,4.5625,1.45366,1.8974,1.30526
0.665285,4.5875,1.45366,1.89739,1.30526
0.665285,4.6125,1.45366,1.89739,1.30525
0.665285,4.6375,1.45366,1.89738,1.30524
0.665285,4.6625,1.45366,1.89737,1.30524
0.665285,4.6875,1.45366,1.89736,1.30523
0.665285,4.7125,1.45366,1.89735,1.30523
0.665285,4.7375,1.45366,1.89734,1.30522
0.665285,4.7625,1.45366,1.89733,1.30522
0.665285,4.7875,1.45366,1.89733,1.30521
0.665285,4.8125,1.45365,1.89732,1.30521
0.665285,4.8375,1.45365,1.89731,1.3052
0.665285,4.8625,1.45365,1.8973,1.3052
0.665285,4.8875,1.45365,1.8973,1.30519
0.665285,4.9125,1.45365,1.89729,1.30519
0.665285,4.9375,1.45365,1.89728,1.30518
0.665285,4.9625,1.45365,1.89727,1.30518
0.665285,4.9875,1.45365,1.89726,1.30518
0.665285,5.0125,1.45365,1.89726,1.30517
0.665285,5.0375,1.45364,1.89725,1.30517
0.665285,5.0625,1.45364,1.89724,1.30516
0.665285,5.0875,1.45364,1.89723,1.30516
0.665285,5.1125,1.45364,1.89723,1.30516
0.665285,5.1375,1.45364,1.89722,1.30515
0.665285,5.1625,1.45364,1.89721,1.30515
0.665285,5.1875,1.45364,1.8972,1.30514
0.665285,5.2125,1.45363,1.8972,1.30514
0.665285,5.2375,1.45363,1.89719,1.30514
0.665285,5.2625,1.45363,1.89718,1.30513
0.665285,5.2875,1.45363,1.89717,1.30513
0.665285,5.3125,1.45363,1.89716,1.30512
0.665285,5.3375,1.45363,1.89716,1.30512
0.665285,5.3625,1.45362,1.89715,1.30512
0.665285,5.3875,1.45362,1.89714,1.30511
0.665285,5.4125,1.45362,1.89713,1.30511
0.665285,5.4375,1.45362,1.89712,1.3051
0.665285,5.4625,1.45362,1.89711,1.3051
0.665285,5.4875,1.45361,1.8971,1.30509
0.665285,5.5125,1.45361,1.89709,1.30509
0.665285,5.5375,1.45361,1.89708,1.30509
0.665285,5.5625,1.45361,1.89708,1.30508
0.665285,5.5875,1.4536,1.89707,1.30508
0.665285,5.6125,1.4536,1.89706,1.30507
0.665285,5.6375,1.4536,1.89705,1.30507
0.665285,5.6625,1.4536,1.89704,1.30506
0.665285,5.6875,1.4536,1.89703,1.30506
0.665285,5.7125,1.45359,1.89701,1.30505
0.665285,5.7375,1.45359,1.897,1.30505
0.665285,5.7625,1.45359,1.89699,1.30504
0.665285,5.7875,1.45359,1.89698,1.30504
0.665285,5.8125,1.45358,1.89697,1.30503
0.665285,5.8375,1.45358,1.89696,1.30502
0.665285,5.8625,1.45358,1.89695,1.30502
0.665285,5.8875,1.45358,1.89694,1.30501
0.665285,5.9125,1.45357,1.89692,1.30501
0.665285,5.9375,1.45357,1.89691,1.305
0.665285,5.9625,1.45357,1.8969,1.30499
0.665285,5.9875,1.45357,1.89689,1.30499
0.665285,6.0125,1.45356,1.89687,1.30498
0.665285,6.0375,1.45356,1.89686,1.30498
0.665285,6.0625,1.45356,1.89685,1.30497
0.665285,6.0875,1.45355,1.89683,1.30496
0.665285,6.1125,1.45355,1.89682,1.30495
0.665285,6.1375,1.45355,1.8968,1.30495
0.665285,6.1625,1.45354,1.89679,1.30494
0.665285,6.1875,1.45354,1.89677,1.30493
0.665285,6.2125,1.45354,1.89676,1.30492
0.665285,6.2375,1.45353,1.89674,1.30492
0.665285,6.2625,1.45353,1.89673,1.30491
0.665285,6.2875,1.45353,1.89671,1.3049
0.665285,6.3125,1.45352,1.89669,1.30489
0.665285,6.3375,1.45352,1.89668,1.30488
0.665285,6.3625,1.45352,1.89666,1.30488
0.665285,6.3875,1.45351,1.89664,1.30487
0.665285,6.4125,1.45351,1.89662,1.30486
0.665285,6.4375,1.45351,1.8966,1.30485
0.665285,6.4625,1.4535,1.89658,1.30484
0.665285,6.4875,1.4535,1.89656,1.30483
0.665285,6.5125,1.45349,1.89654,1.30482
0.665285,6.5375,1.45349,1.89652,1.30481
0.665285,6.5625,1.45348,1.8965,1.3048
0.665285,6.5875,1.45348,1.89648,1.30479
0.665285,6.6125,1.45348,1.89646,1.30477
0.665285,6.6375,1.45347,1.89643,1.30476
0.665285,6.6625,1.45347,1.89641,1.30475
0.665285,6.6875,1.45346,1.89639,1.30474
0.665285,6.7125,1.45346,1.89636,1.30473
0.665285,6.7375,1.45345,1.89634,1.30471
0.665285,6.7625,1.45345,1.89631,1.3047
0.665285,6.7875,1.45344,1.89628,1.30469
0.665285,6.8125,1.45343,1.89626,1.30467
0.665285,6.8375,1.45343,1.89623,1.30466
0.665285,6.8625,1.45342,1.8962,1.30464
0.665285,6.8875,1.45342,1.89617,1.30463
0.665285,6.9125,1.45341,1.89614,1.30461
0.665285,6.9375,1.4534,1.8961,1.3046
0.665285,6.9625,1.4534,1.89607,1.30458
0.665285,6.9875,1.45339,1.89604,1.30456
0.665285,7.0125,1.45338,1.896,1.30454
0.665285,7.0375,1.45338,1.89597,1.30453
0.665285,7.0625,1.45337,1.89593,1.3045
0.665285,7.0875,1.45336,1.89588,1.30448
0.665285,7.1125,1.45338,1.89578,1.3044
0.665285,7.1375,1.45351,1.89539,1.30401
0.665285,7.1625,1.45438,1.89317,1.3017
0.665285,7.1875,1.45943,1.88052,1.28853
0.665285,7.2125,1.48433,1.81627,1.22363
0.665285,7.2375,1.57047,1.57224,1.00112
0.665285,7.2625,1.72782,1.05673,0.611594
0.665285,7.2875,1.8719,0.510574,0.272757
0.665285,7.3125,1.95175,0.178819,0.09162
0.665285,7.3375,1.98183,0.047842,0.0241403
0.665285,7.3625,1.99007,0.0114916,0.00577447
0.665285,7.3875,1.99182,0.00344219,0.00172816
0.665285,7.4125,1.99214,0.00165108,0.000828796
0.665285,7.4375,1.99223,0.00106607,0.000535112
0.665285,7.4625,1.99223,0.000598035,0.000300183
0.665285,7.4875,1.99225,0.000205898,0.000103349
0.665285,7.5125,1.99225,-0.000205898,-0.000103349
0.665285,7.5375,1.99223,-0.000598035,-0.000300183
0.665285,7.5625,1.99223,-0.00106607,-0.000535112
0.665285,7.5875,1.99214,-0.00165108,-0.000828796
0.665285,7.6125,1.99182,-0.00344219,-0.00172816
0.665285,7.6375,1.99007,-0.0114916,-0.00577447
0.665285,7.6625,1.98183,-0.047842,-0.0241403
0.665285,7.6875,1.95175,-0.178819,-0.09162
0.665285,7.7125,1.8719,-0.510574,-0.272757
0.665285,7.7375,1.72782,-1.05673,-0.611594
0.665285,7.7625,1.57047,-1.57224,-1.00112
0.665285,7.7875,1.48433,-1.81627,-1.22363
0.665285,7.8125,1.45943,-1.88052,-1.28853
0.665285,7.8375,1.45438,-1.89317,-1.3017
0.665285,7.8625,1.45351,-1.89539,-1.30401
0.665285,7.8875,1.45338,-1.89578,-1.3044
0.665285,7.9125,1.45336,-1.89588,-1.30448
0.665285,7.9375,1.45337,-1.89593,-1.3045
0.665285,7.9625,1.45338,-1.89597,-1.30453
0.665285,7.9875,1.45338,-1.896,-1.30454
0.665285,8.0125,1.45339,-1.89604,-1.30456
0.665285,8.0375,1.4534,-1.89607,-1.30458
0.665285,8.0625,1.4534,-1.8961,-1.3046
0.665285,8.0875,1.45341,-1.89614,-1.30461
0.665285,8.1125,1.45342,-1.89617,-1.30463
0.665285,8.1375,1.45342,-1.8962,-1.30464
0.665285,8.1625,1.45343,-1.89623,-1.30466
0.665285,8.1875,1.45343,-1.89626,-1.30467
0.665285,8.2125,1.45344,-1.89628,-1.30469
0.665285,8.2375,1.45345,-1.89631,-1.3047
0.665285,8.2625,1.45345,-1.89634,-1.30471
0.665285,8.2875,1.45346,-1.89636,-1.30473
0.665285,8.3125,1.45346,-1.89639,-1.30474
0.665285,8.3375,1.45347,-1.89641,-1.30475
0.665285,8.3625,1.45347,-1.89643,-1.30476
0.665285,8.3875,1.45348,-1.89646,-1.30477
0.665285,8.4125,1.45348,-1.89648,-1.30479
0.665285,8.4375,1.45348,-1.8965,-1.3048
0.665285,8.4625,1.45349,-1.89652,-1.30481
0.665285,8.4875,1.45349,-1.89654,-1.30482
0.665285,8.5125,1.4535,-1.89656,-1.30483
0.665285,8.5375,1.4535,-1.89658,-1.30484
0.665285,8.5625,1.45351,-1.8966,-1.30485
0.665285,8.5875,1.45351,-1.89662,-1.30486
0.665285,8.6125,1.45351,-1.89664,-1.30487
0.665285,8.6375,1.45352,-1.89666,-1.30488
0.665285,8.6625,1.45352,-1.89668,-1.30488
0.665285,8.6875,1.45352,-1.89669,-1.30489
0.665285,8.7125,1.45353,-1.89671,-1.3049
0.665285,8.7375,1.45353,-1.89673,-1.30491
0.665285,8.7625,1.45353,-1.89674,-1.30492
0.665285,8.7875,1.45354,-1.89676,-1.30492
0.665285,8.8125,1.45354,-1.89677,-1.30493
0.665285,8.8375,1.45354,-1.89679,-1.30494
0.665285,8.8625,1.45355,-1.8968,-1.30495
0.665285,8.8875,1.45355,-1.89682,-1.30495
0.665285,8.9125,1.45355,-1.89683,-1.30496
0.665285,8.9375,1.45356,-1.89685,-1.30497
0.665285,8.9625,1.45356,-1.89686,-1.30498
0.665285,8.9875,1.45356,-1.89687,-1.30498
