t,x,h,hu,u
0.665285,9.0125,1.45357,-1.89689,-1.30499
0.665285,9.0375,1.45357,-1.8969,-1.30499
0.665285,9.0625,1.45357,-1.89691,-1.305
0.665285,9.0875,1.45357,-1.89692,-1.30501
0.665285,9.1125,1.45358,-1.89694,-1.30501
0.665285,9.1375,1.45358,-1.89695,-1.30502
0.665285,9.1625,1.45358,-1.89696,-1.30502
0.665285,9.1875,1.45358,-1.89697,-1.30503
0.665285,9.2125,1.45359,-1.89698,-1.30504
0.665285,9.2375,1.45359,-1.89699,-1.30504
0.665285,9.2625,1.45359,-1.897,-1.30505
0.665285,9.2875,1.45359,-1.89701,-1.30505
0.665285,9.3125,1.4536,-1.89703,-1.30506
0.665285,9.3375,1.4536,-1.89704,-1.30506
0.665285,9.3625,1.4536,-1.89705,-1.30507
0.665285,9.3875,1.4536,-1.89706,-1.30507
0.665285,9.4125,1.4536,-1.89707,-1.30508
0.665285,9.4375,1.45361,-1.89708,-1.30508
0.665285,9.4625,1.45361,-1.89708,-1.30509
0.665285,9.4875,1.45361,-1.89709,-1.30509
0.665285,9.5125,1.45361,-1.8971,-1.30509
0.665285,9.5375,1.45362,-1.89711,-1.3051
0.665285,9.5625,1.45362,-1.89712,-1.3051
0.665285,9.5875,1.45362,-1.89713,-1.30511
0.665285,9.6125,1.45362,-1.89714,-1.30511
0.665285,9.6375,1.45362,-1.89715,-1.30512
0.665285,9.6625,1.45363,-1.89716,-1.30512
0.665285,9.6875,1.45363,-1.89716,-1.30512
0.665285,9.7125,1.45363,-1.89717,-1.30513
0.665285,9.7375,1.45363,-1.89718,-1.30513
0.665285,9.7625,1.45363,-1.89719,-1.30514
0.665285,9.7875,1.45363,-1.8972,-1.30514
0.665285,9.8125,1.45364,-1.8972,-1.30514
0.665285,9.8375,1.45364,-1.89721,-1.30515
0.665285,9.8625,1.45364,-1.89722,-1.30515
0.665285,9.8875,1.45364,-1.89723,-1.30516
0.665285,9.9125,1.45364,-1.89723,-1.30516
0.665285,9.9375,1.45364,-1.89724,-1.30516
0.665285,9.9625,1.45364,-1.89725,-1.30517
0.665285,9.9875,1.45365,-1.89726,-1.30517
0.886663,0.0125,1.45369,-1.89752,-1.30531
0.886663,0.0375,1.4537,-1.89752,-1.30531
0.886663,0.0625,1.4537,-1.89753,-1.30531
0.886663,0.0875,1.4537,-1.89753,-1.30531
0.886663,0.1125,1.4537,-1.89753,-1.30531
0.886663,0.1375,1.4537,-1.89754,-1.30532
0.886663,0.1625,1.4537,-1.89754,-1.30532
0.886663,0.1875,1.4537,-1.89754,-1.30532
0.886663,0.2125,1.4537,-1.89755,-1.30532
0.886663,0.2375,1.4537,-1.89755,-1.30532
0.886663,0.2625,1.4537,-1.89756,-1.30532
0.886663,0.2875,1.4537,-1.89756,-1.30533
0.886663,0.3125,1.45371,-1.89756,-1.30533
0.886663,0.3375,1.45371,-1.89756,-1.30533
0.886663,0.3625,1.45371,-1.89756,-1.30533
0.886663,0.3875,1.4537,-1.89755,-1.30532
0.886663,0.4125,1.4537,-1.89752,-1.3053
0.886663,0.4375,1.45368,-1.89744,-1.30527
0.886663,0.4625,1.45365,-1.8973,-1.30519
0.886663,0.4875,1.4536,-1.89701,-1.30505
0.886663,0.5125,1.4535,-1.8965,-1.30479
0.886663,0.5375,1.45333,-1.89563,-1.30434
0.886663,0.5625,1.45305,-1.89424,-1.30363
0.886663,0.5875,1.45263,-1.8921,-1.30253
0.886663,0.6125,1.45201,-1.88898,-1.30094
0.886663,0.6375,1.45116,-1.88464,-1.29871
0.886663,0.6625,1.45002,-1.87885,-1.29574
0.886663,0.6875,1.44855,-1.87142,-1.29193
0.886663,0.7125,1.44673,-1.86222,-1.2872
0.886663,0.7375,1.44455,-1.8512,-1.28151
0.886663,0.7625,1.44199,-1.83834,-1.27486
0.886663,0.7875,1.43908,-1.82371,-1.26727
0.886663,0.8125,1.43583,-1.80741,-1.25879
0.886663,0.8375,1.43227,-1.78956,-1.24946
0.886663,0.8625,1.42841,-1.77032,-1.23936
0.886663,0.8875,1.42429,-1.74983,-1.22857
0.886663,0.9125,1.41993,-1.72825,-1.21714
0.886663,0.9375,1.41537,-1.70573,-1.20515
0.886663,0.9625,1.41063,-1.68238,-1.19265
0.886663,0.9875,1.40572,-1.65835,-1.17971
0.886663,1.0125,1.40067,-1.63372,-1.16639
0.886663,1.0375,1.39551,-1.60861,-1.15271
0.886663,1.0625,1.39023,-1.5831,-1.13873
0.886663,1.0875,1.38487,-1.55726,-1.12449
0.886663,1.1125,1.37942,-1.53116,-1.11
0.886663,1.1375,1.37391,-1.50486,-1.09531
0.886663,1.1625,1.36834,-1.47841,-1.08044
0.886663,1.1875,1.36273,-1.45186,-1.06541
0.886663,1.2125,1.35707,-1.42524,-1.05023
0.886663,1.2375,1.35137,-1.39858,-1.03493
0.886663,1.2625,1.34564,-1.37192,-1.01953
0.886663,1.2875,1.33989,-1.34528,-1.00402
0.886663,1.3125,1.33412,-1.31869,-0.98843
0.886663,1.3375,1.32834,-1.29216,-0.972766
0.886663,1.3625,1.32254,-1.26572,-0.957037
0.886663,1.3875,1.31673,-1.23937,-0.941252
0.886663,1.4125,1.31091,-1.21314,-0.925418
0.886663,1.4375,1.30509,-1.18704,-0.909542
0.886663,1.4625,1.29927,-1.16107,-0.893629
0.886663,1.4875,1.29345,-1.13524,-0.877686
0.886663,1.5125,1.28763,-1.10957,-0.861715
0.886663,1.5375,1.28181,-1.08405,-0.845719
0.886663,1.5625,1.276,-1.0587,-0.829702
0.886663,1.5875,1.2702,-1.03351,-0.813661
0.886663,1.6125,1.26442,-1.00849,-0.797594
0.886663,1.6375,1.25865,-0.983626,-0.781494
0.886663,1.6625,1.2529,-0.958912,-0.765351
0.886663,1.6875,1.24719,-0.934332,-0.749148
0.886663,1.7125,1.24152,-0.909865,-0.732862
0.886663,1.7375,1.23591,-0.885482,-0.716464
0.886663,1.7625,1.23036,-0.861148,-0.699916
0.886663,1.7875,1.2249,-0.836816,-0.683172
0.886663,1.8125,1.21954,-0.812434,-0.66618
0.886663,1.8375,1.21431,-0.787945,-0.648881
0.886663,1.8625,1.20923,-0.763285,-0.631213
0.886663,1.8875,1.20433,-0.738388,-0.613112
0.886663,1.9125,1.19962,-0.713193,-0.594517
0.886663,1.9375,1.19512,-0.687637,-0.57537
0.886663,1.9625,1.19086,-0.661668,-0.555624
0.886663,1.9875,1.18684,-0.635241,-0.535238
0.886663,2.0125,1.18308,-0.608321,-0.514186
0.886663,2.0375,1.17957,-0.580885,-0.492453
0.886663,2.0625,1.17633,-0.55292,-0.470036
0.886663,2.0875,1.17336,-0.524424,-0.446943
0.886663,2.1125,1.17063,-0.495405,-0.423194
0.886663,2.1375,1.16816,-0.465878,-0.398815
0.886663,2.1625,1.16592,-0.435867,-0.373841
0.886663,2.1875,1.1639,-0.405399,-0.34831
0.886663,2.2125,1.1621,-0.374505,-0.322266
0.886663,2.2375,1.1605,-0.34322,-0.295752
0.886663,2.2625,1.15909,-0.311578,-0.268813
0.886663,2.2875,1.15785,-0.279616,-0.241496
0.886663,2.3125,1.15678,-0.247371,-0.213844
0.886663,2.3375,1.15587,-0.214878,-0.185901
0.886663,2.3625,1.15511,-0.182173,-0.157711
0.886663,2.3875,1.15448,-0.149289,-0.129313
0.886663,2.4125,1.15399,-0.116262,-0.100748
0.886663,2.4375,1.15362,-0.0831231,-0.0720541
0.886663,2.4625,1.15338,-0.0499053,-0.0432688
0.886663,2.4875,1.15326,-0.0166403,-0.014429
0.886663,2.5125,1.15326,0.0166403,0.014429
0.886663,2.5375,1.15338,0.0499053,0.0432688
0.886663,2.5625,1.15362,0.0831231,0.0720541
0.886663,2.5875,1.15399,0.116262,0.100748
0.886663,2.6125,1.15448,0.149289,0.129313
0.886663,2.6375,1.15511,0.182173,0.157711
0.886663,2.6625,1.15587,0.214878,0.185901
0.886663,2.6875,1.15678,0.247371,0.213844
0.886663,2.7125,1.15785,0.279616,0.241496
0.886663,2.7375,1.15909,0.311578,0.268813
0.886663,2.7625,1.1605,0.34322,0.295752
0.886663,2.7875,1.1621,0.374505,0.322266
0.886663,2.8125,1.1639,0.405399,0.34831
0.886663,2.8375,1.16592,0.435867,0.373841
0.886663,2.8625,1.16816,0.465878,0.398815
0.886663,2.8875,1.17063,0.495405,0.423194
0.886663,2.9125,1.17336,0.524424,0.446943
0.886663,2.9375,1.17633,0.55292,0.470036
0.886663,2.9625,1.17957,0.580885,0.492453
0.886663,2.9875,1.18308,0.608321,0.514186
0.886663,3.0125,1.18684,0.635241,0.535238
0.886663,3.0375,1.19086,0.661668,0.555624
0.886663,3.0625,1.19512,0.687637,0.57537
0.886663,3.0875,1.19962,0.713193,0.594517
0.886663,3.1125,1.20433,0.738388,0.613112
0.886663,3.1375,1.20923,0.763285,0.631213
0.886663,3.1625,1.21431,0.787945,0.648881
0.886663,3.1875,1.21954,0.812434,0.66618
0.886663,3.2125,1.2249,0.836816,0.683172
0.886663,3.2375,1.23036,0.861148,0.699916
0.886663,3.2625,1.23591,0.885482,0.716464
0.886663,3.2875,1.24152,0.909865,0.732862
0.886663,3.3125,1.24719,0.934332,0.749148
0.886663,3.3375,1.2529,0.958912,0.765351
0.886663,3.3625,1.25865,0.983626,0.781494
0.886663,3.3875,1.26442,1.00849,0.797594
0.886663,3.4125,1.2702,1.03351,0.813661
0.886663,3.4375,1.276,1.0587,0.829702
0.886663,3.4625,1.28181,1.08405,0.845719
0.886663,3.4875,1.28763,1.10957,0.861715
0.886663,3.5125,1.29345,1.13524,0.877686
0.886663,3.5375,1.29927,1.16107,0.893629
0.886663,3.5625,1.30509,1.18704,0.909542
0.886663,3.5875,1.31091,1.21314,0.925418
0.886663,3.6125,1.31673,1.23937,0.941252
0.886663,3.6375,1.32254,1.26572,0.957037
0.886663,3.6625,1.32834,1.29216,0.972766
0.886663,3.6875,1.33412,1.31869,0.98843
0.886663,3.7125,1.33989,1.34528,1.00402
0.886663,3.7375,1.34564,1.37192,1.01953
0.886663,3.7625,1.35137,1.39858,1.03493
0.886663,3.7875,1.35707,1.42524,1.05023
0.886663,3.8125,1.36273,1.45186,1.06541
0.886663,3.8375,1.36834,1.47841,1.08044
0.886663,3.8625,1.37391,1.50486,1.09531
0.886663,3.8875,1.37942,1.53116,1.11
0.886663,3.9125,1.38487,1.55726,1.12449
0.886663,3.9375,1.39023,1.5831,1.13873
0.886663,3.9625,1.39551,1.60861,1.15271
0.886663,3.9875,1.40067,1.63372,1.16639
0.886663,4.0125,1.40572,1.65835,1.17971
0.886663,4.0375,1.41063,1.68238,1.19265
0.886663,4.0625,1.41537,1.70573,1.20515
0.886663,4.0875,1.41993,1.72825,1.21714
0.886663,4.1125,1.42429,1.74983,1.22857
0.886663,4.1375,1.42841,1.77032,1.23936
0.886663,4.1625,1.43227,1.78956,1.24946
0.886663,4.1875,1.43583,1.80741,1.25879
0.886663,4.2125,1.43908,1.82371,1.26727
0.886663,4.2375,1.44199,1.83834,1.27486
0.886663,4.2625,1.44455,1.8512,1.28151
0.886663,4.2875,1.44673,1.86222,1.2872
0.886663,4.3125,1.44855,1.87142,1.29193
0.886663,4.3375,1.45002,1.87885,1.29574
0.886663,4.3625,1.45116,1.88464,1.29871
0.886663,4.3875,1.45201,1.88898,1.30094
0.886663,4.4125,1.45263,1.8921,1.30253
0.886663,4.4375,1.45305,1.89424,1.30363
0.886663,4.4625,1.45333,1.89563,1.30434
0.886663,4.4875,1.4535,1.8965,1.30479
0.886663,4.5125,1.4536,1.89701,1.30505
0.886663,4.5375,1.45365,1.8973,1.30519
0.886663,4.5625,1.45368,1.89744,1.30527
0.886663,4.5875,1.4537,1.89752,1.3053
0.886663,4.6125,1.4537,1.89755,1.30532
0.886663,4.6375,1.45371,1.89756,1.30533
0.886663,4.6625,1.45371,1.89756,1.30533
0.886663,4.6875,1.45371,1.89756,1.30533
0.886663,4.7125,1.4537,1.89756,1.30533
0.886663,4.7375,1.4537,1.89756,1.30532
0.886663,4.7625,1.4537,1.89755,1.30532
0.886663,4.7875,1.4537,1.89755,1.30532
0.886663,4.8125,1.4537,1.89754,1.30532
0.886663,4.8375,1.4537,1.89754,1.30532
0.886663,4.8625,1.4537,1.89754,1.30532
0.886663,4.8875,1.4537,1.89753,1.30531
0.886663,4.9125,1.4537,1.89753,1.30531
0.886663,4.9375,1.4537,1.89753,1.30531
0.886663,4.9625,1.4537,1.89752,1.30531
0.886663,4.9875,1.45369,1.89752,1.30531
0.886663,5.0125,1.45369,1.89751,1.30531
0.886663,5.0375,1.45369,1.89751,1.3053
0.886663,5.0625,1.45369,1.89751,1.3053
0.886663,5.0875,1.45369,1.8975,1.3053
0.886663,5.1125,1.45369,1.8975,1.3053
0.886663,5.1375,1.45369,1.89749,1.3053
0.886663,5.1625,1.45369,1.89749,1.30529
0.886663,5.1875,1.45369,1.89749,1.30529
0.886663,5.2125,1.45369,1.89748,1.30529
0.886663,5.2375,1.45368,1.89748,1.30529
0.886663,5.2625,1.45368,1.89747,1.30529
0.886663,5.2875,1.45368,1.89747,1.30529
0.886663,5.3125,1.45368,1.89746,1.30528
0.886663,5.3375,1.45368,1.89746,1.30528
0.886663,5.3625,1.45368,1.89746,1.30528
0.886663,5.3875,1.45368,1.89745,1.30528
0.886663,5.4125,1.45368,1.89745,1.30527
0.886663,5.4375,1.45367,1.89744,1.30527
0.886663,5.4625,1.45367,1.89744,1.30527
0.886663,5.4875,1.45367,1.89743,1.30527
0.886663,5.5125,1.45367,1.89743,1.30527
0.886663,5.5375,1.45367,1.89742,1.30526
0.886663,5.5625,1.45367,1.89742,1.30526
0.886663,5.5875,1.45367,1.89741,1.30526
0.886663,5.6125,1.45367,1.89741,1.30526
0.886663,5.6375,1.45366,1.8974,1.30525
0.886663,5.6625,1.45366,1.8974,1.30525
0.886663,5.6875,1.45366,1.89739,1.30525
0.886663,5.7125,1.45366,1.89739,1.30525
0.886663,5.7375,1.45366,1.89738,1.30524
0.886663,5.7625,1.45366,1.89737,1.30524
0.886663,5.7875,1.45366,1.89737,1.30524
0.886663,5.8125,1.45366,1.89736,1.30524
0.886663,5.8375,1.45365,1.89736,1.30523
0.886663,5.8625,1.45365,1.89735,1.30523
0.886663,5.8875,1.45365,1.89735,1.30523
0.886663,5.9125,1.45365,1.89734,1.30522
0.886663,5.9375,1.45365,1.89733,1.30522
0.886663,5.9625,1.45365,1.89733,1.30522
0.886663,5.9875,1.45365,1.89732,1.30521
0.886663,6.0125,1.45364,1.89731,1.30521
0.886663,6.0375,1.45364,1.89731,1.30521
0.886663,6.0625,1.45364,1.8973,1.30521
0.886663,6.0875,1.45364,1.89729,1.3052
0.886663,6.1125,1.45364,1.89729,1.3052
0.886663,6.1375,1.45364,1.89728,1.3052
0.886663,6.1625,1.45364,1.89727,1.30519
0.886663,6.1875,1.45363,1.89727,1.30519
0.886663,6.2125,1.45363,1.89726,1.30518
0.886663,6.2375,1.45363,1.89725,1.30518
0.886663,6.2625,1.45363,1.89724,1.30518
0.886663,6.2875,1.45363,1.89723,1.30516
0.886663,6.3125,1.45365,1.89718,1.30512
0.886663,6.3375,1.45372,1.89699,1.30492
0.886663,6.3625,1.45408,1.89609,1.30398
0.886663,6.3875,1.45575,1.89192,1.29962
0.886663,6.4125,1.46338,1.87279,1.27977
0.886663,6.4375,1.4946,1.79138,1.19856
0.886663,6.4625,1.58733,1.52446,0.960394
0.886663,6.4875,1.74047,1.01572,0.583589
0.886663,6.5125,1.87594,0.49901,0.266005
0.886663,6.5375,1.9516,0.184469,0.0945217
0.886663,6.5625,1.98139,0.0552228,0.0278707
0.886663,6.5875,1.99034,0.0159069,0.00799202
0.886663,6.6125,1.99259,0.00597259,0.00299739
0.886663,6.6375,1.99312,0.0035649,0.0017886
0.886663,6.6625,1.99327,0.00296167,0.00148584
0.886663,6.6875,1.99331,0.00268922,0.00134912
0.886663,6.7125,1.99334,0.00253526,0.00127186
0.886663,6.7375,1.99337,0.00240275,0.00120537
0.886663,6.7625,1.99339,0.00226699,0.00113725
0.886663,6.7875,1.99341,0.00215681,0.00108197
0.886663,6.8125,1.99343,0.00203734,0.00102203
0.886663,6.8375,1.99345,0.00193061,0.000968478
0.886663,6.8625,1.99347,0.00182826,0.000917124
0.886663,6.8875,1.99348,0.0017262,0.00086592
0.886663,6.9125,1.9935,0.00163337,0.000819349
0.886663,6.9375,1.99351,0.00154015,0.000772582
0.886663,6.9625,1.99353,0.00145223,0.000728475
0.886663,6.9875,1.99354,0.00136747,0.000685949
0.886663,7.0125,1.99355,0.00128436,0.000644259
0.886663,7.0375,1.99356,0.00120535,0.000604623
0.886663,7.0625,1.99357,0.00112766,0.000565649
0.886663,7.0875,1.99358,0.00105268,0.000528033
0.886663,7.1125,1.99359,0.000979774,0.000491463
0.886663,7.1375,1.99359,0.000908381,0.00045565
0.886663,7.1625,1.9936,0.000839089,0.000420891
0.886663,7.1875,1.99361,0.000771045,0.000386759
0.886663,7.2125,1.99361,0.000704519,0.000353388
0.886663,7.2375,1.99362,0.000639276,0.000320661
0.886663,7.2625,1.99362,0.000575056,0.000288448
0.886663,7.2875,1.99363,0.000511954,0.000256795
0.886663,7.3125,1.99363,0.000449659,0.000225548
0.886663,7.3375,1.99363,0.000388167,0.000194703
0.886663,7.3625,1.99364,0.00032735,0.000164197
0.886663,7.3875,1.99364,0.000267059,0.000133955
0.886663,7.4125,1.99364,0.000207257,0.000103959
0.886663,7.4375,1.99364,0.000147784,7.41277e-05
0.886663,7.4625,1.99364,8.85681e-05,4.44253e-05
0.886663,7.4875,1.99364,2.95117e-05,1.48029e-05
0.886663,7.5125,1.99364,-2.95117e-05,-1.48029e-05
0.886663,7.5375,1.99364,-8.85681e-05,-4.44253e-05
0.886663,7.5625,1.99364,-0.000147784,-7.41277e-05
0.886663,7.5875,1.99364,-0.000207257,-0.000103959
0.886663,7.6125,1.99364,-0.000267059,-0.000133955
0.886663,7.6375,1.99364,-0.00032735,-0.000164197
0.886663,7.6625,1.99363,-0.000388167,-0.000194703
0.886663,7.6875,1.99363,-0.000449659,-0.000225548
0.886663,7.7125,1.99363,-0.000511954,-0.000256795
0.886663,7.7375,1.99362,-0.000575056,-0.000288448
0.886663,7.7625,1.99362,-0.000639276,-0.000320661
0.886663,7.7875,1.99361,-0.000704519,-0.000353388
0.886663,7.8125,1.99361,-0.000771045,-0.000386759
0.886663,7.8375,1.9936,-0.000839089,-0.000420891
0.886663,7.8625,1.99359,-0.000908381,-0.00045565
0.886663,7.8875,1.99359,-0.000979774,-0.000491463
0.886663,7.9125,1.99358,-0.00105268,-0.000528033
0.886663,7.9375,1.99357,-0.00112766,-0.000565649
0.886663,7.9625,1.99356,-0.00120535,-0.000604623
0.886663,7.9875,1.99355,-0.00128436,-0.000644259
0.886663,8.0125,1.99354,-0.00136747,-0.000685949
0.886663,8.0375,1.99353,-0.00145223,-0.000728475
0.886663,8.0625,1.99351,-0.00154015,-0.000772582
0.886663,8.0875,1.9935,-0.00163337,-0.000819349
0.886663,8.1125,1.99348,-0.0017262,-0.00086592
0.886663,8.1375,1.99347,-0.00182826,-0.000917124
0.886663,8.1625,1.99345,-0.00193061,-0.000968478
0.886663,8.1875,1.99343,-0.00203734,-0.00102203
0.886663,8.2125,1.99341,-0.00215681,-0.00108197
0.886663,8.2375,1.99339,-0.00226699,-0.00113725
0.886663,8.2625,1.99337,-0.00240275,-0.00120537
0.886663,8.2875,1.99334,-0.00253526,-0.00127186
0.886663,8.3125,1.99331,-0.00268922,-0.00134912
0.886663,8.3375,1.99327,-0.00296167,-0.00148584
0.886663,8.3625,1.99312,-0.0035649,-0.0017886
0.886663,8.3875,1.99259,-0.00597259,-0.00299739
0.886663,8.4125,1.99034,-0.0159069,-0.00799202
0.886663,8.4375,1.98139,-0.0552228,-0.0278707
0.886663,8.4625,1.9516,-0.184469,-0.0945217
0.886663,8.4875,1.87594,-0.49901,-0.266005
0.886663,8.5125,1.74047,-1.01572,-0.583589
0.886663,8.5375,1.58733,-1.52446,-0.960394
0.886663,8.5625,1.4946,-1.79138,-1.19856
0.886663,8.5875,1.46338,-1.87279,-1.27977
0.886663,8.6125,1.45575,-1.89192,-1.29962
0.886663,8.6375,1.45408,-1.89609,-1.30398
0.886663,8.6625,1.45372,-1.89699,-1.30492
0.886663,8.6875,1.45365,-1.89718,-1.30512
0.886663,8.7125,1.45363,-1.89723,-1.30516
0.886663,8.7375,1.45363,-1.89724,-1.30518
